valence,arousal
-0.636,0.357
-0.682,0.364
-0.649,0.375
-0.652,0.364
-0.670,0.377
-0.653,0.362
-0.641,0.339
-0.671,0.361
-0.647,0.380
-0.653,0.366
-0.662,0.356
-0.639,0.361
-0.647,0.359
-0.657,0.368
-0.656,0.380
-0.643,0.366
-0.665,0.363
-0.648,0.337
-0.641,0.336
-0.659,0.361
-0.649,0.347
-0.645,0.349
-0.634,0.354
-0.628,0.348
-0.644,0.354
-0.667,0.363
-0.641,0.339
-0.641,0.348
-0.649,0.361
-0.642,0.346
-0.641,0.357
-0.660,0.362
-0.636,0.375
-0.649,0.379
-0.650,0.365
-0.651,0.374
-0.631,0.341
-0.650,0.366
-0.643,0.386
-0.638,0.360
-0.661,0.379
-0.653,0.345
-0.641,0.321
-0.657,0.350
-0.649,0.371
-0.654,0.343
-0.656,0.346
-0.660,0.350
-0.624,0.303
-0.652,0.349
-0.655,0.360
-0.646,0.335
-0.645,0.364
-0.642,0.337
-0.632,0.310
-0.648,0.329
-0.645,0.339
-0.645,0.339
-0.651,0.339
-0.642,0.334
-0.635,0.288
-0.633,0.304
-0.666,0.340
-0.642,0.302
-0.649,0.331
-0.651,0.312
-0.637,0.277
-0.646,0.307
-0.646,0.313
-0.665,0.289
-0.660,0.312
-0.658,0.303
-0.648,0.252
-0.655,0.295
-0.657,0.324
-0.657,0.303
-0.645,0.292
-0.645,0.299
-0.639,0.254
-0.661,0.299
-0.669,0.303
-0.658,0.298
-0.659,0.300
-0.661,0.287
-0.650,0.263
-0.652,0.267
-0.661,0.298
-0.653,0.297
-0.658,0.283
-0.672,0.282
-0.671,0.296
-0.664,0.284
-0.664,0.287
-0.668,0.314
-0.670,0.286
-0.667,0.278
-0.669,0.297
-0.669,0.294
-0.673,0.282
-0.672,0.278
-0.670,0.252
-0.668,0.284
-0.687,0.295
-0.674,0.306
-0.672,0.282
-0.656,0.274
-0.677,0.276
-0.683,0.309
-0.683,0.313
-0.679,0.300
-0.679,0.280
-0.659,0.290
-0.674,0.277
-0.674,0.307
-0.655,0.287
-0.661,0.280
-0.660,0.251
-0.637,0.270
-0.642,0.253
-0.642,0.270
-0.651,0.269
-0.637,0.265
-0.648,0.269
-0.640,0.275
-0.626,0.234
-0.636,0.261
-0.647,0.279
-0.643,0.271
-0.640,0.271
-0.632,0.302
-0.631,0.276
-0.627,0.283
-0.632,0.279
-0.605,0.274
-0.622,0.293
-0.609,0.305
-0.611,0.289
-0.622,0.274
-0.617,0.286
-0.603,0.290
-0.604,0.278
-0.586,0.276
-0.621,0.299
-0.590,0.294
-0.612,0.260
-0.607,0.284
-0.613,0.314
-0.594,0.280
-0.604,0.268
-0.619,0.308
-0.584,0.260
-0.612,0.296
-0.615,0.315
-0.599,0.269
-0.612,0.264
-0.633,0.271
-0.614,0.263
-0.605,0.267
-0.628,0.302
-0.602,0.258
-0.598,0.272
-0.639,0.282
-0.616,0.282
-0.612,0.289
-0.626,0.311
-0.610,0.263
-0.614,0.303
-0.623,0.304
-0.602,0.287
-0.593,0.303
-0.628,0.340
-0.617,0.271
-0.598,0.285
-0.630,0.306
-0.595,0.279
-0.611,0.316
-0.611,0.312
-0.586,0.235
-0.592,0.238
-0.600,0.284
-0.578,0.281
-0.576,0.262
-0.616,0.283
-0.579,0.223
-0.575,0.254
-0.617,0.283
-0.583,0.260
-0.598,0.273
-0.614,0.287
-0.583,0.262
-0.598,0.292
-0.620,0.281
-0.596,0.277
-0.585,0.270
-0.611,0.284
-0.594,0.288
-0.586,0.272
-0.623,0.269
-0.590,0.259
-0.610,0.274
-0.626,0.290
-0.605,0.252
-0.622,0.269
-0.631,0.260
-0.614,0.259
-0.607,0.262
-0.643,0.299
-0.629,0.264
-0.618,0.275
-0.648,0.292
-0.619,0.269
-0.610,0.252
-0.651,0.315
-0.628,0.270
-0.628,0.288
-0.633,0.286
-0.629,0.247
-0.614,0.263
-0.662,0.314
-0.636,0.269
-0.614,0.267
-0.649,0.289
-0.623,0.253
-0.629,0.270
-0.644,0.285
-0.624,0.271
-0.617,0.281
-0.633,0.293
-0.623,0.267
-0.602,0.244
-0.648,0.285
-0.636,0.256
-0.595,0.273
-0.632,0.275
-0.616,0.255
-0.602,0.225
-0.624,0.277
-0.608,0.256
-0.607,0.262
-0.623,0.262
-0.600,0.223
-0.581,0.250
-0.614,0.272
-0.616,0.233
-0.581,0.206
-0.627,0.229
-0.591,0.196
-0.601,0.229
-0.626,0.254
-0.618,0.228
-0.594,0.223
-0.623,0.213
-0.617,0.223
-0.584,0.229
-0.605,0.233
-0.595,0.215
-0.564,0.205
-0.628,0.227
-0.608,0.204
-0.601,0.227
-0.608,0.225
-0.590,0.229
-0.599,0.203
-0.617,0.227
-0.604,0.210
-0.584,0.226
-0.601,0.251
-0.588,0.242
-0.579,0.233
-0.611,0.268
-0.591,0.243
-0.589,0.257
-0.593,0.257
-0.580,0.229
-0.577,0.247
-0.589,0.257
-0.578,0.236
-0.566,0.267
-0.586,0.262
-0.562,0.248
-0.551,0.246
-0.596,0.266
-0.564,0.218
-0.561,0.240
-0.555,0.269
-0.547,0.232
-0.573,0.255
-0.606,0.263
-0.566,0.216
-0.559,0.225
-0.591,0.282
-0.560,0.230
-0.561,0.238
-0.604,0.252
-0.555,0.218
-0.568,0.245
-0.600,0.279
-0.572,0.205
-0.577,0.239
-0.590,0.261
-0.562,0.231
-0.559,0.245
-0.594,0.258
-0.557,0.216
-0.572,0.242
-0.603,0.260
-0.582,0.250
-0.596,0.262
-0.605,0.266
-0.575,0.240
-0.594,0.261
-0.586,0.269
-0.578,0.234
-0.577,0.246
-0.590,0.270
-0.576,0.247
-0.569,0.239
-0.584,0.258
-0.573,0.237
-0.578,0.256
-0.579,0.281
-0.565,0.227
-0.574,0.220
-0.576,0.241
-0.569,0.222
-0.582,0.251
-0.597,0.278
-0.591,0.244
-0.597,0.248
-0.606,0.247
-0.594,0.236
-0.594,0.236
-0.597,0.240
-0.560,0.221
-0.610,0.252
-0.595,0.242
-0.594,0.250
-0.599,0.267
-0.610,0.260
-0.598,0.263
-0.618,0.261
-0.617,0.269
-0.605,0.265
-0.604,0.264
-0.625,0.289
-0.597,0.244
-0.623,0.274
-0.610,0.279
-0.602,0.289
-0.604,0.285
-0.591,0.278
-0.589,0.254
-0.584,0.279
-0.610,0.288
-0.591,0.280
-0.605,0.271
-0.599,0.300
-0.583,0.267
-0.609,0.305
-0.579,0.267
-0.568,0.278
-0.567,0.256
-0.598,0.280
-0.598,0.265
-0.597,0.288
-0.596,0.275
-0.586,0.276
-0.578,0.255
-0.585,0.276
-0.579,0.263
-0.575,0.270
-0.550,0.251
-0.563,0.252
-0.568,0.247
-0.569,0.255
-0.581,0.271
-0.548,0.251
-0.577,0.267
-0.561,0.291
-0.553,0.286
-0.543,0.270
-0.541,0.256
-0.553,0.272
-0.575,0.291
-0.565,0.295
-0.575,0.301
-0.572,0.287
-0.570,0.297
-0.546,0.289
-0.563,0.305
-0.545,0.304
-0.573,0.291
-0.586,0.315
-0.583,0.307
-0.563,0.316
-0.553,0.283
-0.559,0.275
-0.542,0.287
-0.519,0.299
-0.526,0.292
-0.507,0.270
-0.520,0.264
-0.525,0.278
-0.507,0.284
-0.493,0.281
-0.497,0.265
-0.497,0.287
-0.467,0.288
-0.478,0.295
-0.471,0.304
-0.465,0.296
-0.491,0.303
-0.485,0.299
-0.501,0.307
-0.506,0.293
-0.499,0.291
-0.476,0.313
-0.445,0.317
-0.459,0.304
-0.477,0.303
-0.482,0.276
-0.483,0.294
-0.474,0.285
-0.483,0.298
-0.470,0.276
-0.484,0.274
-0.480,0.272
-0.480,0.272
-0.475,0.293
-0.469,0.282
-0.476,0.279
-0.464,0.266
-0.498,0.281
-0.486,0.267
-0.472,0.246
-0.459,0.279
-0.428,0.285
-0.443,0.284
-0.450,0.277
-0.441,0.279
-0.429,0.288
-0.411,0.289
-0.418,0.281
-0.428,0.257
-0.432,0.276
-0.382,0.264
-0.377,0.257
-0.382,0.264
-0.388,0.261
-0.382,0.269
-0.387,0.283
-0.404,0.252
-0.397,0.256
-0.398,0.228
-0.368,0.256
-0.339,0.263
-0.347,0.284
-0.359,0.266
-0.347,0.259
-0.383,0.263
-0.351,0.265
-0.370,0.271
-0.393,0.268
-0.408,0.292
-0.399,0.331
-0.336,0.313
-0.364,0.311
-0.391,0.290
-0.380,0.282
-0.356,0.301
-0.389,0.292
-0.390,0.306
-0.383,0.295
-0.397,0.309
-0.364,0.317
-0.337,0.309
-0.377,0.349
-0.352,0.282
-0.340,0.303
-0.350,0.294
-0.331,0.314
-0.349,0.313
-0.371,0.309
-0.342,0.332
-0.277,0.321
-0.296,0.311
-0.282,0.304
-0.301,0.331
-0.345,0.394
-0.298,0.362
-0.288,0.363
-0.326,0.351
-0.296,0.344
-0.274,0.376
-0.276,0.378
-0.330,0.414
-0.309,0.401
-0.353,0.418
-0.319,0.415
-0.352,0.496
-0.379,0.488
-0.444,0.477
-0.400,0.489
-0.394,0.487
-0.336,0.485
-0.443,0.601
-0.452,0.575
-0.417,0.560
-0.392,0.532
-0.391,0.484
-0.418,0.461
-0.398,0.485
-0.365,0.489
-0.325,0.494
-0.359,0.499
-0.377,0.511
-0.385,0.497
-0.391,0.543
-0.391,0.519
-0.362,0.525
-0.382,0.505
-0.368,0.591
-0.351,0.598
-0.344,0.523
-0.319,0.492
-0.301,0.479
-0.301,0.482
-0.300,0.520
-0.334,0.533
-0.312,0.480
-0.279,0.443
-0.249,0.463
-0.236,0.465
-0.209,0.516
-0.241,0.535
-0.258,0.523
-0.164,0.503
-0.152,0.514
-0.180,0.522
-0.155,0.600
-0.150,0.617
-0.088,0.621
-0.012,0.616
-0.037,0.572
-0.064,0.579
0.096,0.665
0.110,0.661
0.109,0.585
0.132,0.568
0.000,0.514
0.048,0.539
-0.025,0.550
0.028,0.556
-0.003,0.488
-0.025,0.484
0.049,0.516
0.016,0.506
-0.018,0.478
-0.020,0.484
-0.141,0.451
-0.054,0.471
-0.025,0.474
-0.018,0.475
-0.067,0.475
-0.048,0.501
-0.051,0.451
0.002,0.447
-0.019,0.452
-0.012,0.462
-0.003,0.505
0.043,0.550
0.105,0.521
0.125,0.522
0.033,0.501
0.042,0.498
0.051,0.531
0.081,0.544
0.148,0.551
0.151,0.551
0.169,0.529
0.214,0.544
0.253,0.586
0.239,0.572
0.230,0.554
0.259,0.566
0.193,0.497
0.207,0.492
0.251,0.553
0.261,0.587
0.257,0.528
0.237,0.536
0.215,0.475
0.204,0.490
0.168,0.518
0.188,0.556
0.146,0.507
0.141,0.507
0.046,0.435
0.150,0.479
0.139,0.524
0.188,0.548
0.198,0.522
0.169,0.524
0.115,0.427
0.129,0.460
0.201,0.497
0.139,0.526
0.143,0.486
0.160,0.500
0.085,0.417
0.099,0.444
0.083,0.446
0.054,0.472
0.107,0.469
0.052,0.461
0.114,0.494
0.099,0.508
0.160,0.512
0.191,0.558
0.118,0.530
0.103,0.537
0.056,0.480
0.123,0.522
-0.020,0.464
0.016,0.475
0.024,0.481
-0.006,0.476
0.097,0.501
0.084,0.519
0.028,0.491
0.027,0.513
-0.027,0.448
-0.025,0.464
0.083,0.478
0.135,0.495
-0.059,0.480
-0.068,0.518
-0.031,0.493
-0.030,0.511
0.078,0.478
0.047,0.485
-0.070,0.412
-0.078,0.450
-0.013,0.445
-0.052,0.449
-0.020,0.444
0.004,0.453
-0.115,0.404
-0.097,0.422
-0.070,0.416
-0.112,0.415
0.012,0.456
0.016,0.489
-0.131,0.422
-0.186,0.443
-0.161,0.441
-0.104,0.452
0.012,0.483
0.042,0.467
-0.103,0.440
-0.108,0.455
-0.080,0.470
-0.070,0.462
-0.034,0.467
-0.071,0.449
-0.139,0.396
-0.130,0.437
-0.062,0.389
-0.105,0.389
-0.069,0.381
-0.037,0.381
-0.131,0.438
-0.144,0.440
-0.117,0.405
-0.137,0.424
-0.135,0.392
-0.141,0.408
-0.225,0.434
-0.280,0.432
-0.223,0.429
-0.206,0.434
-0.184,0.413
-0.192,0.396
-0.217,0.399
-0.209,0.401
-0.195,0.433
-0.198,0.435
-0.217,0.445
-0.229,0.448
-0.131,0.407
-0.195,0.432
-0.192,0.414
-0.185,0.414
-0.290,0.418
-0.234,0.416
-0.212,0.439
-0.169,0.440
-0.268,0.424
-0.285,0.430
-0.244,0.408
-0.215,0.408
-0.163,0.416
-0.217,0.427
-0.144,0.463
-0.100,0.439
-0.200,0.401
-0.096,0.403
-0.158,0.448
-0.137,0.440
-0.018,0.498
-0.030,0.503
-0.102,0.481
-0.094,0.503
-0.051,0.543
-0.054,0.538
0.038,0.526
0.017,0.544
-0.122,0.518
-0.010,0.541
-0.058,0.527
-0.006,0.511
-0.031,0.469
-0.025,0.489
-0.089,0.473
-0.107,0.473
-0.038,0.411
-0.091,0.399
-0.015,0.429
-0.020,0.437
-0.085,0.415
-0.088,0.405
-0.193,0.420
-0.177,0.460
-0.119,0.430
-0.131,0.442
0.060,0.439
-0.089,0.389
-0.207,0.455
-0.197,0.459
-0.041,0.469
-0.036,0.514
0.030,0.485
0.093,0.544
-0.117,0.501
-0.029,0.461
0.150,0.510
0.137,0.532
0.251,0.559
0.266,0.556
0.145,0.563
0.119,0.527
0.174,0.566
0.044,0.617
0.089,0.550
0.188,0.628
0.013,0.600
-0.219,0.664
-0.048,0.633
-0.005,0.622
0.123,0.598
0.221,0.648
0.071,0.613
-0.048,0.667
0.025,0.690
0.019,0.719
-0.021,0.602
-0.051,0.593
-0.183,0.617
-0.306,0.649
-0.239,0.676
-0.250,0.698
0.111,0.608
-0.139,0.626
-0.093,0.588
-0.361,0.596
-0.117,0.662
-0.221,0.658
0.023,0.556
0.093,0.580
-0.124,0.537
-0.029,0.551
-0.021,0.571
-0.072,0.585
0.046,0.517
0.074,0.594
-0.007,0.567
-0.042,0.586
-0.095,0.570
-0.108,0.651
-0.073,0.648
0.012,0.662
-0.209,0.648
-0.051,0.650
-0.137,0.647
-0.226,0.715
-0.083,0.683
-0.099,0.696
-0.179,0.673
-0.149,0.723
-0.032,0.705
-0.105,0.695
-0.130,0.701
-0.042,0.691
-0.261,0.669
-0.215,0.725
-0.177,0.699
-0.375,0.709
-0.189,0.730
-0.319,0.737
-0.249,0.715
-0.274,0.750
-0.145,0.725
-0.345,0.715
-0.321,0.769
-0.236,0.771
-0.342,0.737
-0.344,0.745
-0.253,0.743
-0.351,0.715
-0.296,0.757
-0.402,0.765
-0.191,0.717
-0.319,0.762
-0.199,0.763
-0.405,0.755
-0.415,0.757
-0.284,0.745
-0.322,0.756
-0.192,0.777
-0.154,0.755
-0.225,0.716
-0.098,0.668
-0.212,0.723
-0.124,0.662
-0.181,0.720
-0.247,0.701
-0.160,0.605
-0.103,0.641
-0.097,0.682
-0.164,0.641
-0.157,0.622
-0.242,0.612
-0.255,0.651
-0.044,0.647
-0.176,0.648
0.001,0.643
-0.108,0.645
-0.191,0.699
-0.133,0.716
-0.127,0.664
-0.053,0.588
-0.025,0.608
-0.041,0.610
-0.193,0.667
-0.288,0.724
-0.197,0.670
-0.242,0.617
-0.080,0.602
-0.151,0.624
-0.221,0.550
-0.223,0.619
-0.287,0.602
-0.233,0.591
-0.233,0.575
-0.188,0.537
-0.285,0.516
-0.322,0.662
-0.240,0.629
-0.305,0.619
-0.236,0.568
-0.258,0.476
-0.340,0.474
-0.350,0.608
-0.317,0.541
-0.278,0.575
-0.287,0.556
-0.243,0.480
-0.224,0.475
-0.275,0.532
-0.180,0.472
-0.301,0.481
-0.201,0.475
-0.261,0.460
-0.213,0.459
-0.239,0.511
-0.263,0.494
-0.222,0.491
-0.219,0.488
-0.182,0.433
-0.215,0.438
-0.246,0.468
-0.193,0.486
-0.252,0.476
-0.158,0.461
-0.242,0.457
-0.208,0.447
-0.219,0.495
-0.242,0.476
-0.172,0.437
-0.196,0.452
-0.235,0.467
-0.230,0.446
-0.190,0.475
-0.139,0.474
-0.166,0.455
-0.088,0.450
-0.148,0.427
-0.106,0.399
-0.123,0.434
-0.181,0.430
-0.170,0.534
-0.189,0.566
-0.198,0.473
-0.218,0.486
-0.243,0.436
-0.153,0.464
-0.178,0.485
-0.138,0.471
-0.248,0.605
-0.259,0.627
-0.191,0.554
-0.210,0.550
-0.201,0.594
-0.254,0.589
-0.261,0.662
-0.219,0.683
-0.230,0.656
-0.131,0.642
-0.244,0.665
-0.207,0.670
-0.217,0.699
-0.173,0.701
-0.179,0.696
-0.229,0.674
-0.151,0.616
-0.177,0.636
-0.122,0.621
-0.091,0.648
-0.199,0.628
-0.097,0.630
-0.138,0.576
-0.103,0.582
-0.212,0.598
-0.163,0.593
-0.174,0.580
-0.155,0.564
-0.103,0.559
-0.150,0.566
-0.182,0.597
-0.122,0.617
-0.174,0.610
-0.136,0.605
-0.207,0.613
-0.178,0.615
-0.220,0.623
-0.205,0.623
-0.199,0.596
-0.256,0.580
-0.241,0.588
-0.279,0.604
-0.194,0.595
-0.211,0.610
-0.256,0.606
-0.155,0.601
-0.242,0.592
-0.184,0.599
-0.228,0.572
-0.246,0.573
-0.196,0.597
-0.240,0.582
-0.244,0.552
-0.270,0.568
-0.276,0.520
-0.234,0.510
-0.269,0.505
-0.211,0.507
-0.257,0.445
-0.244,0.477
-0.253,0.474
-0.232,0.458
-0.280,0.464
-0.305,0.450
-0.285,0.468
-0.290,0.494
-0.271,0.416
-0.235,0.420
-0.312,0.424
-0.256,0.447
-0.271,0.459
-0.235,0.479
-0.291,0.452
-0.280,0.429
-0.331,0.451
-0.292,0.432
-0.294,0.448
-0.337,0.483
-0.384,0.454
-0.325,0.457
-0.347,0.466
-0.318,0.448
-0.394,0.447
-0.381,0.475
-0.381,0.482
-0.368,0.456
-0.352,0.498
-0.396,0.458
-0.378,0.525
-0.350,0.572
-0.318,0.561
-0.325,0.548
-0.349,0.639
-0.339,0.629
-0.362,0.686
-0.345,0.694
-0.314,0.556
-0.325,0.541
-0.305,0.647
-0.301,0.623
-0.298,0.650
-0.306,0.655
-0.353,0.560
-0.307,0.553
-0.339,0.551
-0.312,0.526
-0.341,0.567
-0.336,0.588
-0.320,0.548
-0.322,0.529
-0.329,0.543
-0.351,0.518
-0.301,0.551
-0.305,0.566
-0.293,0.492
-0.264,0.489
-0.374,0.517
-0.309,0.532
-0.232,0.611
-0.235,0.622
-0.349,0.533
-0.351,0.546
-0.333,0.578
-0.298,0.576
-0.196,0.625
-0.228,0.631
-0.343,0.558
-0.291,0.574
-0.296,0.607
-0.270,0.618
-0.208,0.651
-0.209,0.660
-0.175,0.650
-0.156,0.663
-0.164,0.706
-0.209,0.703
-0.221,0.641
-0.217,0.639
-0.183,0.595
-0.165,0.614
-0.203,0.601
-0.128,0.603
-0.166,0.572
-0.147,0.560
-0.235,0.540
-0.209,0.569
-0.250,0.518
-0.228,0.522
-0.254,0.532
-0.260,0.530
-0.293,0.496
-0.264,0.505
-0.264,0.478
-0.220,0.482
-0.222,0.530
-0.293,0.551
-0.233,0.512
-0.267,0.528
-0.325,0.485
-0.338,0.486
-0.361,0.486
-0.328,0.486
-0.316,0.478
-0.273,0.463
-0.311,0.433
-0.248,0.444
-0.230,0.421
-0.289,0.445
-0.280,0.439
-0.307,0.440
-0.292,0.436
-0.255,0.415
-0.289,0.410
-0.291,0.409
-0.318,0.436
-0.226,0.441
-0.262,0.441
-0.297,0.442
-0.303,0.411
-0.343,0.434
-0.271,0.441
-0.298,0.432
-0.337,0.415
-0.351,0.370
-0.356,0.397
-0.297,0.395
-0.321,0.400
-0.345,0.389
-0.362,0.381
-0.336,0.364
-0.349,0.378
-0.384,0.389
-0.339,0.404
-0.372,0.394
-0.348,0.386
-0.331,0.365
-0.373,0.376
-0.396,0.400
-0.410,0.417
-0.362,0.393
-0.391,0.389
-0.369,0.389
-0.387,0.352
-0.404,0.394
-0.374,0.408
-0.375,0.410
-0.389,0.407
-0.397,0.366
-0.399,0.383
-0.374,0.393
-0.393,0.391
-0.366,0.370
-0.383,0.371
-0.352,0.381
-0.340,0.362
-0.369,0.401
-0.374,0.399
-0.402,0.363
-0.357,0.394
-0.321,0.371
-0.378,0.384
-0.366,0.397
-0.391,0.391
-0.340,0.356
-0.358,0.383
-0.388,0.410
-0.425,0.414
-0.420,0.419
-0.370,0.430
-0.384,0.387
-0.385,0.394
-0.389,0.382
-0.367,0.395
-0.358,0.399
-0.388,0.408
-0.391,0.377
-0.435,0.377
-0.428,0.417
-0.397,0.396
-0.434,0.419
-0.443,0.432
-0.459,0.424
-0.439,0.429
-0.425,0.418
-0.460,0.442
-0.467,0.430
-0.503,0.449
-0.445,0.429
-0.464,0.445
-0.446,0.449
-0.422,0.415
-0.454,0.424
-0.446,0.420
-0.463,0.432
-0.462,0.446
-0.469,0.472
-0.453,0.454
-0.433,0.451
-0.465,0.470
-0.444,0.465
-0.489,0.493
-0.451,0.497
-0.459,0.471
-0.485,0.477
-0.468,0.462
-0.495,0.462
-0.479,0.501
-0.469,0.502
-0.451,0.473
-0.462,0.477
-0.496,0.493
-0.463,0.467
-0.511,0.502
-0.523,0.503
-0.543,0.480
-0.575,0.488
-0.554,0.522
-0.548,0.495
-0.508,0.506
-0.560,0.509
-0.521,0.483
-0.523,0.464
-0.567,0.513
-0.533,0.491
-0.563,0.514
-0.590,0.557
-0.559,0.509
-0.595,0.548
-0.601,0.550
-0.620,0.555
-0.568,0.511
-0.595,0.531
-0.567,0.507
-0.590,0.519
-0.652,0.558
-0.606,0.529
-0.620,0.535
-0.648,0.573
-0.628,0.562
-0.637,0.562
-0.631,0.535
-0.629,0.554
-0.587,0.499
-0.633,0.538
-0.619,0.513
-0.630,0.522
-0.675,0.570
-0.644,0.538
-0.670,0.565
-0.647,0.563
-0.648,0.552
-0.661,0.560
-0.666,0.579
-0.664,0.569
-0.644,0.563
-0.653,0.558
-0.636,0.543
-0.646,0.557
-0.680,0.552
-0.620,0.512
-0.604,0.512
-0.667,0.570
-0.629,0.547
-0.631,0.533
-0.635,0.519
-0.622,0.530
-0.591,0.529
-0.629,0.535
-0.616,0.530
-0.569,0.482
-0.626,0.497
-0.573,0.487
-0.591,0.502
-0.616,0.524
-0.640,0.539
-0.593,0.486
-0.629,0.516
-0.608,0.504
-0.578,0.476
-0.583,0.460
-0.585,0.463
-0.582,0.447
-0.658,0.518
-0.614,0.490
-0.597,0.491
-0.589,0.450
-0.586,0.474
-0.568,0.424
-0.599,0.460
-0.590,0.461
-0.567,0.451
-0.590,0.453
-0.559,0.455
-0.549,0.423
-0.626,0.511
-0.557,0.452
-0.556,0.463
-0.572,0.476
-0.550,0.477
-0.510,0.422
-0.569,0.467
-0.519,0.428
-0.532,0.467
-0.586,0.502
-0.495,0.442
-0.535,0.460
-0.590,0.505
-0.520,0.453
-0.523,0.486
-0.584,0.532
-0.490,0.455
-0.521,0.452
-0.555,0.499
-0.525,0.456
-0.491,0.469
-0.579,0.517
-0.481,0.442
-0.498,0.448
-0.540,0.473
-0.519,0.487
-0.532,0.498
-0.559,0.541
-0.523,0.486
-0.529,0.497
-0.592,0.543
-0.509,0.535
-0.497,0.513
-0.593,0.594
-0.462,0.522
-0.480,0.510
-0.582,0.584
-0.376,0.499
-0.435,0.518
-0.496,0.573
-0.385,0.537
-0.455,0.532
-0.583,0.671
-0.358,0.598
-0.391,0.606
-0.448,0.503
-0.299,0.458
-0.402,0.467
-0.497,0.564
-0.342,0.513
-0.309,0.496
-0.415,0.488
-0.311,0.440
-0.420,0.482
-0.430,0.496
-0.267,0.428
-0.317,0.448
-0.355,0.506
-0.357,0.543
-0.405,0.590
-0.494,0.625
-0.393,0.539
-0.408,0.566
-0.439,0.586
-0.426,0.613
-0.478,0.608
-0.558,0.650
-0.496,0.619
-0.542,0.653
-0.549,0.656
-0.512,0.633
-0.526,0.634
-0.559,0.659
-0.531,0.635
-0.505,0.641
-0.550,0.660
-0.551,0.651
-0.545,0.636
-0.620,0.663
-0.520,0.612
-0.489,0.627
-0.561,0.620
-0.524,0.594
-0.545,0.616
-0.591,0.632
-0.522,0.597
-0.552,0.633
-0.545,0.598
-0.525,0.571
-0.517,0.554
-0.558,0.567
-0.511,0.535
-0.547,0.582
-0.557,0.554
-0.549,0.537
-0.560,0.540
-0.588,0.567
-0.535,0.527
-0.553,0.542
-0.554,0.509
-0.523,0.474
-0.533,0.467
-0.552,0.454
-0.527,0.415
-0.527,0.449
-0.535,0.421
-0.515,0.437
-0.540,0.465
-0.569,0.398
-0.528,0.382
-0.540,0.410
-0.595,0.441
-0.525,0.397
-0.555,0.402
-0.577,0.423
-0.574,0.426
-0.541,0.420
-0.584,0.425
-0.531,0.402
-0.583,0.446
-0.591,0.415
-0.564,0.402
-0.549,0.423
-0.595,0.457
-0.595,0.447
-0.606,0.453
-0.600,0.444
-0.584,0.415
-0.538,0.408
-0.627,0.470
-0.584,0.441
-0.583,0.436
-0.594,0.433
-0.570,0.421
-0.531,0.428
-0.599,0.484
-0.578,0.457
-0.557,0.454
-0.564,0.436
-0.554,0.397
-0.523,0.423
-0.594,0.467
-0.577,0.438
-0.574,0.446
-0.585,0.458
-0.577,0.441
-0.521,0.444
-0.543,0.449
-0.580,0.470
-0.585,0.461
-0.572,0.437
-0.563,0.423
-0.533,0.430
-0.591,0.463
-0.606,0.478
-0.579,0.446
-0.575,0.440
-0.551,0.423
-0.526,0.411
-0.592,0.447
-0.595,0.456
-0.598,0.428
-0.596,0.441
-0.597,0.434
-0.530,0.410
-0.598,0.479
-0.608,0.481
-0.570,0.437
-0.619,0.440
-0.574,0.424
-0.540,0.400
-0.594,0.441
-0.635,0.495
-0.610,0.473
-0.606,0.436
-0.616,0.498
-0.529,0.435
-0.591,0.464
-0.604,0.474
-0.601,0.463
-0.637,0.442
-0.616,0.451
-0.561,0.419
-0.620,0.446
-0.647,0.504
-0.640,0.474
-0.644,0.462
-0.633,0.464
-0.648,0.467
-0.635,0.467
-0.666,0.499
-0.637,0.461
-0.661,0.439
-0.642,0.465
-0.617,0.464
-0.605,0.455
-0.663,0.524
-0.666,0.501
-0.654,0.453
-0.667,0.475
-0.644,0.466
-0.652,0.480
-0.671,0.497
-0.636,0.478
-0.644,0.454
-0.628,0.450
-0.616,0.450
-0.653,0.483
-0.670,0.484
-0.669,0.456
-0.669,0.463
-0.665,0.470
-0.637,0.463
-0.645,0.458
-0.608,0.454
-0.605,0.417
-0.635,0.437
-0.638,0.449
-0.611,0.445
-0.612,0.449
-0.635,0.490
-0.625,0.439
-0.630,0.440
-0.629,0.441
-0.612,0.444
-0.636,0.476
-0.612,0.434
-0.620,0.437
-0.639,0.434
-0.626,0.410
-0.640,0.457
-0.647,0.455
-0.663,0.476
-0.620,0.430
-0.631,0.443
-0.631,0.448
-0.618,0.444
-0.623,0.464
-0.608,0.461
-0.597,0.429
-0.629,0.460
-0.621,0.448
-0.601,0.434
-0.589,0.458
-0.578,0.458
-0.569,0.453
-0.594,0.462
-0.604,0.464
-0.597,0.463
-0.606,0.487
-0.612,0.484
-0.579,0.473
-0.570,0.465
-0.569,0.453
-0.559,0.458
-0.577,0.489
-0.588,0.496
-0.551,0.459
-0.555,0.457
-0.574,0.475
-0.567,0.493
-0.547,0.463
-0.556,0.464
-0.568,0.461
-0.564,0.446
-0.625,0.469
-0.555,0.446
-0.538,0.449
-0.579,0.470
-0.574,0.478
-0.572,0.453
-0.599,0.487
-0.537,0.445
-0.581,0.474
-0.591,0.484
-0.576,0.457
-0.586,0.476
-0.615,0.512
-0.588,0.498
-0.603,0.515
-0.613,0.532
-0.600,0.505
-0.574,0.479
-0.620,0.512
-0.643,0.527
-0.643,0.541
-0.630,0.534
-0.609,0.500
-0.599,0.500
-0.623,0.510
-0.616,0.508
-0.613,0.498
-0.626,0.510
-0.635,0.500
