valence,arousal
-0.163,0.485
-0.168,0.476
-0.097,0.450
-0.178,0.497
-0.226,0.518
-0.145,0.486
-0.193,0.493
-0.107,0.436
-0.094,0.436
-0.155,0.459
-0.178,0.463
-0.143,0.480
-0.185,0.482
-0.229,0.507
-0.168,0.490
-0.189,0.469
-0.153,0.450
-0.118,0.458
-0.176,0.476
-0.177,0.480
-0.162,0.478
-0.124,0.438
-0.157,0.452
-0.172,0.470
-0.193,0.484
-0.184,0.463
-0.194,0.478
-0.159,0.436
-0.141,0.453
-0.175,0.478
-0.248,0.497
-0.216,0.486
-0.253,0.515
-0.204,0.484
-0.158,0.457
-0.137,0.469
-0.166,0.478
-0.206,0.495
-0.152,0.490
-0.189,0.474
-0.190,0.503
-0.145,0.479
-0.212,0.478
-0.220,0.509
-0.191,0.482
-0.167,0.431
-0.167,0.455
-0.144,0.422
-0.199,0.462
-0.192,0.466
-0.154,0.431
-0.198,0.413
-0.198,0.438
-0.104,0.353
-0.183,0.424
-0.183,0.434
-0.133,0.390
-0.225,0.383
-0.281,0.467
-0.210,0.434
-0.174,0.405
-0.129,0.388
-0.105,0.377
-0.146,0.386
-0.151,0.429
-0.173,0.465
-0.082,0.391
-0.088,0.391
-0.095,0.386
-0.118,0.389
-0.129,0.408
-0.148,0.409
-0.077,0.350
-0.084,0.343
-0.081,0.362
-0.099,0.340
-0.180,0.420
-0.145,0.402
-0.185,0.414
-0.149,0.376
-0.182,0.418
-0.210,0.416
-0.178,0.401
-0.173,0.423
-0.187,0.423
-0.164,0.406
-0.164,0.433
-0.207,0.434
-0.221,0.468
-0.223,0.465
-0.222,0.446
-0.108,0.398
-0.116,0.429
-0.174,0.421
-0.154,0.424
-0.224,0.500
-0.111,0.414
-0.073,0.364
-0.134,0.425
-0.155,0.432
-0.058,0.395
-0.171,0.483
-0.112,0.424
0.001,0.347
-0.077,0.426
-0.141,0.450
-0.101,0.442
-0.245,0.534
-0.185,0.494
-0.239,0.520
-0.218,0.526
-0.275,0.537
-0.182,0.493
-0.235,0.519
-0.132,0.456
-0.162,0.449
-0.191,0.476
-0.309,0.514
-0.197,0.427
-0.250,0.485
-0.119,0.395
-0.102,0.367
-0.090,0.382
-0.163,0.409
-0.088,0.334
-0.140,0.404
-0.109,0.308
-0.135,0.367
-0.112,0.376
-0.171,0.481
-0.170,0.477
-0.316,0.552
-0.226,0.465
-0.287,0.547
-0.249,0.524
-0.306,0.553
-0.291,0.508
-0.326,0.530
-0.286,0.498
-0.334,0.560
-0.363,0.587
-0.401,0.623
-0.334,0.558
-0.402,0.576
-0.394,0.569
-0.404,0.608
-0.423,0.618
-0.386,0.617
-0.338,0.587
-0.331,0.571
-0.363,0.559
-0.351,0.580
-0.304,0.569
-0.359,0.622
-0.327,0.591
-0.352,0.574
-0.264,0.507
-0.210,0.509
-0.220,0.540
-0.297,0.564
-0.260,0.517
-0.220,0.492
-0.218,0.478
-0.192,0.517
-0.187,0.527
-0.263,0.579
-0.264,0.561
-0.296,0.577
-0.254,0.570
-0.297,0.620
-0.283,0.617
-0.361,0.685
-0.389,0.661
-0.246,0.590
-0.147,0.518
-0.183,0.551
-0.127,0.527
-0.188,0.571
-0.244,0.581
-0.209,0.574
-0.158,0.540
-0.196,0.576
-0.204,0.570
-0.168,0.555
-0.325,0.605
-0.269,0.585
-0.207,0.553
-0.229,0.586
-0.270,0.600
-0.154,0.557
-0.242,0.572
-0.115,0.494
-0.182,0.523
-0.210,0.573
-0.215,0.560
-0.222,0.559
-0.206,0.579
-0.145,0.536
-0.149,0.490
-0.181,0.545
-0.142,0.513
-0.083,0.491
-0.130,0.511
-0.178,0.524
-0.130,0.497
-0.170,0.571
-0.133,0.544
-0.138,0.536
-0.144,0.518
-0.191,0.532
-0.146,0.493
-0.233,0.572
-0.259,0.542
-0.162,0.505
-0.176,0.474
-0.196,0.472
-0.150,0.449
-0.250,0.541
-0.219,0.519
-0.182,0.516
-0.165,0.479
-0.246,0.463
-0.238,0.473
-0.301,0.547
-0.295,0.513
-0.330,0.502
-0.366,0.555
-0.242,0.490
-0.345,0.563
-0.389,0.582
-0.331,0.564
-0.347,0.568
-0.337,0.549
-0.203,0.500
-0.226,0.510
-0.298,0.594
-0.280,0.534
-0.263,0.562
-0.262,0.524
-0.206,0.536
-0.213,0.523
-0.313,0.585
-0.262,0.577
-0.329,0.597
-0.296,0.558
-0.230,0.530
-0.234,0.520
-0.295,0.590
-0.320,0.585
-0.294,0.578
-0.321,0.534
-0.275,0.523
-0.240,0.514
-0.264,0.565
-0.215,0.529
-0.261,0.567
-0.239,0.542
-0.155,0.470
-0.131,0.481
-0.117,0.551
-0.228,0.547
-0.178,0.561
-0.293,0.563
-0.169,0.483
-0.188,0.485
-0.237,0.545
-0.179,0.512
-0.234,0.542
-0.210,0.518
-0.157,0.502
-0.111,0.474
-0.087,0.490
-0.039,0.465
0.026,0.470
-0.096,0.477
-0.118,0.489
-0.118,0.449
-0.096,0.457
-0.125,0.473
-0.135,0.465
-0.200,0.505
-0.224,0.505
-0.163,0.457
-0.161,0.476
-0.244,0.501
-0.162,0.459
-0.210,0.452
-0.216,0.474
-0.179,0.431
-0.189,0.436
-0.237,0.456
-0.188,0.417
-0.195,0.433
-0.251,0.449
-0.237,0.450
-0.198,0.445
-0.262,0.467
-0.197,0.442
-0.277,0.464
-0.296,0.503
-0.237,0.462
-0.171,0.435
-0.216,0.460
-0.239,0.465
-0.259,0.470
-0.300,0.513
-0.244,0.477
-0.284,0.495
-0.280,0.482
-0.217,0.442
-0.271,0.463
-0.272,0.504
-0.268,0.517
-0.263,0.503
-0.273,0.498
-0.208,0.437
-0.282,0.493
-0.260,0.507
-0.251,0.493
-0.198,0.479
-0.209,0.446
-0.157,0.401
-0.254,0.467
-0.163,0.448
-0.173,0.433
-0.158,0.415
-0.220,0.439
-0.176,0.384
-0.176,0.449
-0.124,0.406
-0.154,0.426
-0.207,0.439
-0.294,0.469
-0.199,0.408
-0.187,0.431
-0.128,0.397
-0.186,0.411
-0.181,0.403
-0.191,0.421
-0.152,0.356
-0.123,0.378
-0.161,0.369
-0.160,0.369
-0.143,0.389
-0.167,0.383
-0.118,0.343
-0.164,0.385
-0.149,0.381
-0.104,0.339
-0.139,0.378
-0.159,0.389
-0.140,0.330
-0.135,0.361
-0.130,0.337
-0.091,0.345
-0.114,0.372
-0.156,0.384
-0.067,0.346
-0.071,0.362
-0.057,0.340
-0.060,0.356
-0.066,0.336
-0.043,0.349
-0.027,0.332
-0.015,0.333
-0.107,0.365
-0.092,0.370
-0.062,0.374
-0.039,0.329
-0.055,0.341
-0.138,0.385
-0.142,0.387
-0.161,0.392
-0.209,0.396
-0.183,0.376
-0.176,0.356
-0.094,0.381
-0.107,0.377
-0.074,0.360
-0.057,0.359
-0.059,0.324
-0.026,0.323
-0.070,0.320
-0.040,0.336
-0.048,0.307
-0.028,0.311
0.006,0.301
0.022,0.260
-0.018,0.293
-0.052,0.292
-0.040,0.310
-0.051,0.331
-0.024,0.296
0.000,0.299
-0.063,0.299
-0.015,0.280
0.015,0.274
0.010,0.274
0.006,0.267
-0.008,0.257
0.004,0.271
0.030,0.218
0.037,0.263
0.020,0.257
0.041,0.233
0.083,0.251
0.080,0.223
0.092,0.183
0.046,0.238
0.040,0.205
0.070,0.186
0.090,0.198
0.115,0.199
0.099,0.154
0.103,0.209
0.157,0.163
0.172,0.133
0.181,0.153
0.138,0.138
0.138,0.132
0.127,0.127
0.164,0.096
0.178,0.096
0.132,0.114
0.158,0.107
0.176,0.071
0.160,0.077
0.165,0.078
0.126,0.063
0.130,0.087
0.127,0.076
0.123,0.100
0.095,0.129
0.104,0.110
0.147,0.104
0.150,0.106
0.140,0.147
-0.014,0.187
0.004,0.200
0.037,0.183
0.045,0.152
0.052,0.213
-0.016,0.228
0.006,0.262
0.028,0.240
0.097,0.235
0.073,0.234
0.001,0.264
0.001,0.306
-0.033,0.293
-0.009,0.256
0.004,0.274
-0.017,0.252
0.079,0.288
0.078,0.310
0.088,0.310
0.035,0.269
0.014,0.298
0.021,0.277
0.047,0.288
0.063,0.316
0.020,0.349
0.052,0.327
-0.025,0.385
-0.067,0.354
-0.042,0.353
-0.065,0.364
-0.008,0.375
0.007,0.361
-0.074,0.413
-0.004,0.396
-0.074,0.435
-0.021,0.465
-0.014,0.439
-0.031,0.463
-0.108,0.475
-0.085,0.462
-0.080,0.501
-0.061,0.486
-0.002,0.449
-0.079,0.479
-0.102,0.491
-0.092,0.464
-0.083,0.462
-0.015,0.426
-0.029,0.409
-0.058,0.434
-0.054,0.436
-0.094,0.428
-0.089,0.456
-0.067,0.428
0.008,0.422
0.016,0.416
-0.055,0.458
-0.098,0.449
-0.097,0.456
0.004,0.405
0.041,0.389
-0.021,0.416
-0.002,0.403
-0.048,0.431
-0.010,0.447
0.041,0.391
0.014,0.385
-0.043,0.385
-0.038,0.390
-0.016,0.426
-0.081,0.434
0.014,0.391
0.019,0.397
0.023,0.368
0.087,0.389
0.007,0.365
-0.014,0.387
-0.005,0.380
-0.005,0.383
0.037,0.375
0.070,0.395
0.033,0.407
-0.027,0.376
0.051,0.378
0.029,0.393
-0.004,0.388
0.032,0.404
-0.030,0.408
-0.059,0.388
0.010,0.369
-0.020,0.423
-0.021,0.381
0.039,0.407
0.043,0.414
0.007,0.345
0.008,0.378
-0.036,0.413
-0.015,0.403
0.074,0.418
-0.016,0.418
-0.024,0.409
-0.010,0.372
0.011,0.438
0.006,0.403
0.010,0.397
-0.030,0.386
-0.024,0.379
-0.016,0.395
-0.046,0.457
-0.100,0.420
0.014,0.418
-0.052,0.411
-0.006,0.414
-0.009,0.407
-0.068,0.444
-0.043,0.410
0.032,0.389
0.010,0.413
-0.010,0.396
-0.047,0.392
-0.048,0.446
-0.056,0.425
0.070,0.405
-0.005,0.431
-0.092,0.431
-0.069,0.406
-0.117,0.494
-0.090,0.457
-0.093,0.447
-0.059,0.446
-0.024,0.403
0.044,0.436
0.007,0.448
0.001,0.410
0.049,0.430
0.029,0.425
0.017,0.362
0.009,0.436
-0.042,0.476
-0.005,0.464
0.060,0.450
0.075,0.463
0.058,0.437
-0.012,0.453
0.033,0.408
-0.044,0.390
0.022,0.375
-0.032,0.405
-0.057,0.395
-0.090,0.438
-0.060,0.423
-0.091,0.417
-0.010,0.350
-0.011,0.378
-0.037,0.357
-0.012,0.383
-0.068,0.379
-0.105,0.395
-0.052,0.437
-0.063,0.439
-0.041,0.419
-0.046,0.383
-0.085,0.396
-0.090,0.416
-0.094,0.423
-0.098,0.437
-0.112,0.442
-0.159,0.445
-0.131,0.446
-0.119,0.422
-0.081,0.415
-0.136,0.420
-0.107,0.413
-0.114,0.410
-0.163,0.418
-0.146,0.382
-0.135,0.377
-0.152,0.412
-0.113,0.392
-0.115,0.402
-0.158,0.407
-0.168,0.384
-0.079,0.383
-0.171,0.412
-0.158,0.378
-0.187,0.395
-0.174,0.388
-0.160,0.396
-0.102,0.370
-0.123,0.376
-0.118,0.372
-0.127,0.387
-0.083,0.371
-0.150,0.366
-0.103,0.376
-0.164,0.399
-0.154,0.403
-0.176,0.433
-0.211,0.442
-0.169,0.382
-0.139,0.332
-0.131,0.329
-0.126,0.348
-0.104,0.364
-0.158,0.386
-0.140,0.336
-0.059,0.359
-0.060,0.342
-0.070,0.348
-0.047,0.318
-0.085,0.364
-0.010,0.314
-0.019,0.274
-0.034,0.312
-0.070,0.302
-0.008,0.297
-0.005,0.338
0.010,0.292
0.082,0.272
0.025,0.265
0.028,0.246
0.061,0.260
-0.017,0.313
-0.032,0.285
0.003,0.257
0.015,0.280
0.004,0.250
0.055,0.250
0.066,0.314
0.064,0.255
0.132,0.242
0.067,0.260
0.034,0.241
0.031,0.235
0.013,0.298
0.050,0.236
0.120,0.223
0.120,0.214
0.082,0.204
0.104,0.204
0.088,0.254
0.041,0.212
0.076,0.184
0.003,0.191
0.037,0.199
0.113,0.196
0.081,0.194
0.095,0.164
0.123,0.166
0.125,0.166
0.107,0.165
0.099,0.167
0.061,0.187
0.008,0.183
0.116,0.180
0.092,0.173
0.089,0.188
0.110,0.174
0.112,0.174
0.090,0.196
0.104,0.196
0.088,0.179
0.016,0.204
0.052,0.209
0.095,0.214
0.039,0.221
0.102,0.210
0.083,0.215
0.069,0.236
0.110,0.216
0.022,0.212
-0.040,0.239
0.010,0.246
0.052,0.260
0.016,0.292
0.022,0.275
0.001,0.282
-0.037,0.283
0.017,0.293
-0.019,0.305
-0.061,0.334
-0.113,0.388
-0.163,0.396
-0.114,0.395
-0.081,0.387
-0.075,0.388
-0.101,0.417
-0.117,0.434
-0.024,0.374
-0.085,0.387
-0.025,0.373
-0.074,0.389
-0.094,0.439
-0.076,0.453
-0.014,0.389
-0.066,0.412
-0.038,0.374
-0.049,0.416
-0.079,0.454
-0.120,0.452
-0.110,0.411
-0.147,0.413
-0.040,0.426
-0.085,0.452
-0.136,0.492
-0.119,0.472
-0.017,0.380
-0.034,0.397
-0.077,0.398
-0.128,0.438
-0.144,0.472
-0.131,0.443
-0.008,0.392
-0.059,0.415
0.006,0.416
-0.029,0.416
0.015,0.425
0.008,0.394
-0.018,0.376
-0.050,0.389
-0.089,0.394
-0.052,0.392
-0.118,0.428
-0.071,0.418
-0.049,0.383
-0.081,0.359
0.013,0.343
-0.075,0.352
-0.055,0.359
-0.040,0.363
-0.071,0.342
-0.050,0.349
-0.089,0.355
-0.051,0.354
-0.009,0.353
0.039,0.362
0.053,0.321
0.025,0.311
-0.007,0.309
-0.034,0.309
-0.001,0.319
0.014,0.334
-0.017,0.353
-0.002,0.333
-0.018,0.343
0.009,0.345
0.002,0.324
-0.016,0.332
-0.007,0.331
-0.016,0.306
0.019,0.317
-0.027,0.334
0.031,0.319
0.046,0.303
0.057,0.317
0.058,0.313
0.052,0.300
0.018,0.310
0.008,0.296
0.019,0.288
0.066,0.312
0.011,0.312
0.068,0.336
0.040,0.304
0.138,0.280
0.104,0.258
0.070,0.244
0.015,0.294
0.008,0.305
0.023,0.287
0.069,0.285
0.086,0.277
0.085,0.284
0.102,0.271
0.123,0.306
0.075,0.283
0.047,0.299
0.106,0.286
0.082,0.307
0.124,0.310
0.104,0.336
0.131,0.301
0.088,0.319
0.168,0.309
0.189,0.282
0.167,0.285
0.146,0.273
0.088,0.287
0.106,0.309
0.161,0.310
0.115,0.291
0.156,0.286
0.172,0.272
0.177,0.278
0.143,0.272
0.148,0.279
0.144,0.280
0.135,0.267
0.177,0.267
0.178,0.278
0.142,0.312
0.154,0.310
0.173,0.309
0.210,0.289
0.206,0.255
0.200,0.278
0.093,0.312
0.135,0.338
0.154,0.322
0.105,0.306
0.189,0.258
0.170,0.263
0.189,0.285
0.215,0.284
0.186,0.271
0.146,0.283
0.172,0.231
0.192,0.255
0.133,0.260
0.174,0.290
0.179,0.264
0.191,0.250
0.218,0.230
0.170,0.237
0.181,0.243
0.075,0.258
0.122,0.262
0.167,0.258
0.116,0.245
0.127,0.259
0.128,0.239
0.123,0.273
0.167,0.245
0.178,0.226
0.171,0.228
0.095,0.227
0.086,0.259
0.077,0.264
0.073,0.242
0.119,0.245
0.134,0.239
0.155,0.236
0.133,0.249
0.146,0.267
0.154,0.262
0.131,0.272
0.127,0.287
0.131,0.274
0.141,0.280
0.141,0.287
0.198,0.275
0.184,0.278
0.111,0.274
0.189,0.281
0.138,0.265
0.116,0.296
0.126,0.277
0.083,0.303
0.084,0.297
0.100,0.281
0.146,0.283
0.159,0.281
0.139,0.282
0.153,0.306
0.099,0.301
0.117,0.312
0.108,0.318
0.126,0.322
0.145,0.308
0.150,0.311
0.140,0.312
0.119,0.284
0.177,0.251
0.142,0.239
0.133,0.254
0.082,0.306
0.095,0.287
0.123,0.277
0.133,0.239
0.131,0.246
0.111,0.241
0.109,0.276
0.136,0.252
0.140,0.230
0.121,0.251
0.086,0.258
0.113,0.285
0.095,0.313
0.159,0.298
0.179,0.273
0.271,0.233
0.229,0.192
0.237,0.203
0.208,0.269
0.212,0.249
0.185,0.237
0.285,0.239
0.242,0.184
0.287,0.185
0.212,0.210
0.252,0.191
0.287,0.169
0.251,0.221
0.213,0.211
0.195,0.233
0.096,0.281
0.167,0.245
0.170,0.218
0.173,0.248
0.187,0.243
0.210,0.235
0.109,0.260
0.092,0.272
0.097,0.273
0.058,0.285
0.098,0.294
0.102,0.284
0.099,0.292
0.140,0.275
0.151,0.270
0.182,0.236
0.141,0.235
0.153,0.248
0.133,0.249
0.171,0.267
0.184,0.278
0.112,0.244
0.193,0.226
0.144,0.269
0.206,0.225
0.216,0.221
0.187,0.220
0.145,0.213
0.141,0.215
0.150,0.231
0.149,0.232
0.169,0.234
0.167,0.230
0.161,0.243
0.204,0.250
0.130,0.291
0.199,0.246
0.189,0.235
0.138,0.237
0.170,0.248
0.152,0.248
0.123,0.242
0.189,0.212
0.209,0.206
0.227,0.223
0.176,0.214
0.216,0.236
0.161,0.264
0.212,0.232
0.266,0.231
0.228,0.219
0.201,0.239
0.174,0.239
0.244,0.243
0.276,0.210
0.277,0.216
0.264,0.222
0.196,0.238
0.181,0.250
0.195,0.252
0.250,0.224
0.260,0.228
0.251,0.245
0.292,0.224
0.221,0.235
0.223,0.250
0.247,0.247
0.264,0.228
0.269,0.249
0.263,0.226
0.240,0.222
0.186,0.267
0.252,0.236
0.281,0.206
0.253,0.232
0.250,0.206
0.200,0.224
0.237,0.244
0.273,0.218
0.299,0.211
0.289,0.216
0.245,0.207
0.261,0.203
0.252,0.208
0.269,0.192
0.270,0.198
0.244,0.211
0.245,0.180
0.236,0.205
0.222,0.194
0.224,0.175
0.259,0.183
0.267,0.165
0.246,0.168
0.192,0.177
0.184,0.189
0.236,0.148
0.243,0.136
0.243,0.151
0.260,0.113
0.252,0.153
0.233,0.154
0.235,0.126
0.241,0.129
0.234,0.164
0.260,0.113
0.220,0.118
0.200,0.123
0.185,0.079
0.184,0.099
0.238,0.116
0.240,0.067
0.201,0.112
0.203,0.105
0.177,0.104
0.198,0.112
0.222,0.112
0.193,0.078
0.203,0.082
0.214,0.078
0.193,0.064
0.207,0.109
0.254,0.107
0.250,0.114
0.215,0.144
0.203,0.149
0.142,0.129
0.177,0.139
0.183,0.162
0.234,0.151
0.236,0.130
0.201,0.136
0.173,0.122
0.162,0.179
0.153,0.189
0.204,0.153
0.187,0.127
0.163,0.114
0.177,0.117
0.204,0.122
0.187,0.134
0.168,0.119
0.201,0.067
0.186,0.115
0.197,0.129
0.180,0.149
0.168,0.141
0.162,0.087
0.215,0.076
0.237,0.085
0.212,0.113
0.148,0.156
0.177,0.147
0.151,0.170
0.189,0.085
0.217,0.125
0.171,0.116
0.094,0.177
0.164,0.150
0.120,0.161
0.139,0.127
0.168,0.146
0.137,0.153
0.109,0.195
0.124,0.176
0.097,0.181
0.122,0.121
0.154,0.165
0.176,0.147
0.160,0.168
0.171,0.146
0.135,0.166
0.166,0.162
0.169,0.186
0.129,0.161
0.115,0.170
0.091,0.162
0.135,0.164
0.177,0.140
0.135,0.177
0.140,0.150
0.105,0.181
0.138,0.184
0.149,0.198
0.140,0.185
0.145,0.192
0.098,0.189
0.163,0.213
0.150,0.212
0.156,0.235
0.162,0.185
0.117,0.199
0.132,0.200
0.119,0.247
0.113,0.223
0.110,0.238
0.105,0.215
0.101,0.200
0.058,0.202
0.082,0.211
0.047,0.213
-0.003,0.225
0.056,0.209
0.071,0.198
0.098,0.174
0.100,0.158
0.099,0.158
0.086,0.152
0.138,0.174
0.138,0.161
0.096,0.183
0.125,0.153
0.061,0.158
0.085,0.159
0.134,0.148
0.125,0.127
0.146,0.136
0.136,0.156
0.142,0.159
0.144,0.149
0.135,0.160
0.135,0.138
0.122,0.138
0.151,0.124
0.156,0.130
0.077,0.080
0.136,0.082
0.135,0.106
0.155,0.099
0.198,0.126
0.182,0.140
0.136,0.084
0.129,0.103
0.153,0.070
0.153,0.070
0.214,0.094
0.146,0.110
0.145,0.053
0.138,0.070
0.150,0.049
0.152,0.060
0.159,0.081
0.132,0.076
0.135,-0.015
0.112,0.009
0.165,-0.015
0.160,-0.012
0.188,-0.014
0.181,-0.023
0.130,-0.036
0.132,-0.002
0.134,-0.027
0.137,-0.044
0.189,-0.015
0.192,-0.037
0.147,-0.036
0.151,-0.013
0.196,0.010
0.157,0.031
0.204,0.012
0.196,0.012
0.158,-0.002
0.177,0.006
0.143,0.018
0.135,0.019
0.155,0.041
0.171,0.031
0.155,-0.008
0.129,0.046
0.177,0.035
0.159,0.047
0.166,0.054
0.167,0.028
0.140,0.020
0.156,0.055
0.144,0.080
0.166,0.062
0.187,0.083
0.190,0.066
0.187,0.030
0.155,0.087
0.184,0.080
0.147,0.084
0.195,0.078
0.150,0.089
0.171,0.035
0.151,0.093
0.158,0.094
0.146,0.103
0.149,0.077
0.175,0.088
0.178,0.044
0.137,0.108
0.146,0.094
0.124,0.109
0.178,0.096
0.148,0.106
0.146,0.056
0.090,0.128
0.108,0.136
0.091,0.119
0.079,0.131
0.084,0.105
0.108,0.066
0.085,0.144
0.090,0.093
0.046,0.111
0.038,0.104
0.033,0.107
0.028,0.094
0.003,0.122
0.037,0.117
-0.007,0.095
-0.010,0.099
-0.006,0.095
-0.029,0.069
-0.048,0.098
-0.010,0.084
-0.077,0.096
-0.079,0.101
-0.053,0.081
-0.039,0.036
-0.040,0.074
-0.020,0.073
-0.020,0.075
-0.024,0.085
-0.016,0.054
-0.032,0.065
-0.030,0.081
-0.011,0.055
-0.036,0.075
-0.047,0.086
-0.013,0.083
-0.024,0.094
-0.012,0.123
-0.010,0.121
-0.012,0.127
-0.082,0.188
-0.059,0.131
-0.043,0.167
-0.040,0.185
-0.034,0.144
-0.057,0.150
-0.116,0.140
-0.083,0.126
-0.096,0.145
-0.078,0.116
-0.063,0.079
-0.073,0.097
-0.094,0.163
-0.091,0.130
-0.059,0.113
-0.052,0.084
-0.010,0.062
-0.052,0.088
-0.086,0.167
-0.051,0.110
-0.071,0.135
-0.055,0.146
-0.059,0.108
-0.052,0.108
-0.053,0.171
-0.047,0.138
-0.032,0.181
-0.075,0.216
-0.043,0.197
-0.024,0.177
-0.067,0.176
-0.039,0.141
-0.053,0.165
-0.043,0.162
-0.033,0.107
-0.028,0.149
-0.037,0.205
-0.028,0.168
-0.038,0.207
-0.055,0.195
-0.022,0.198
-0.035,0.176
-0.062,0.239
-0.014,0.185
-0.032,0.202
-0.030,0.193
-0.010,0.197
0.005,0.169
0.008,0.194
0.047,0.177
0.018,0.204
-0.014,0.216
-0.011,0.223
0.027,0.187
-0.009,0.202
0.044,0.207
0.015,0.220
-0.013,0.214
-0.015,0.204
0.008,0.189
-0.009,0.240
-0.001,0.220
-0.028,0.247
-0.022,0.232
-0.023,0.213
0.028,0.200
-0.007,0.219
0.036,0.214
0.017,0.247
-0.011,0.250
-0.020,0.280
-0.030,0.251
-0.016,0.265
-0.003,0.282
0.039,0.300
-0.003,0.277
-0.001,0.269
-0.067,0.226
-0.057,0.280
-0.037,0.290
-0.005,0.332
-0.037,0.305
-0.029,0.322
-0.114,0.269
-0.073,0.278
-0.073,0.214
-0.048,0.269
-0.080,0.263
-0.132,0.276
0.085,0.267
0.149,0.271
0.150,0.252
0.178,0.251
0.117,0.273
0.074,0.271
0.015,0.258
0.045,0.261
0.021,0.250
0.062,0.265
0.061,0.284
0.063,0.287
-0.091,0.294
-0.058,0.315
-0.048,0.323
-0.050,0.305
-0.058,0.326
